model_output,target,scores,scores_inserts
asisebenze ngamandla namudla,Asisebenze ngamandla namuhla.,"['1111111111111111111111111', '1111111111111111111111111']","['[]', '[]']"
asisebenze ngamandla namuhle,Asisebenze ngamandla namuhla.,['1111111111111111111111111'],['[]']
asisebenze ngamandla namuva,Asisebenze ngamandla namuhla.,['1111111111111111111111111'],['[]']
asisebenzi ngamandla namuhla,Asisebenze ngamandla namuhla.,['1111111110111111111111111'],['[]']
asisebenzi ngamandala namuhla,Asisebenze ngamandla namuhla.,"['1111111110111110011111111', '1111110110111110001111101']","['[]', '[]']"
asiysebenza ngamandla namuhle,Asisebenze ngamandla namuhla.,['1111101110111111111111110'],['[]']
asisebenze gamandla namuhla,Asisebenze ngamandla namuhla.,['1111111111111111111111111'],['[]']
asisebenze ngamandla namuhla,Asisebenze ngamandla namuhla.,['1111001111111111111111111'],['[]']
asisebenzi ngamandla namolunga,Asisebenze ngamandla namuhla.,['1111101110111111011111100'],"['[""25""]']"
ihamba ngamahashi,Sihamba ngamahhashi.,"['1111111111110111', '1111111111110111']","['[]', '[]']"
ukuqala gulu nguni,Sihamba ngamahhashi.,['1111111111111111'],['[]']
sihamba nga mashi,Sihamba ngamahhashi.,"['1111111111110011', '1111111111110111']","['[]', '[]']"
sihamba ngamahhashi,Sihamba ngamahhashi.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
siha mba ngamahashi,Sihamba ngamahhashi.,['1111111111111111'],['[]']
siya mba ngamaashi,Sihamba ngamahhashi.,"['1101111111111111', '1111111111111111', '1101111111111111']","['[]', '[]', '[]']"
sihamba ngamaashi,Sihamba ngamahhashi.,['1101111111111111'],['[]']
sihamba ngamasheshe,Sihamba ngamahhashi.,['1111111111110010'],['[]']
sihamba ngamashi,Sihamba ngamahhashi.,['1111111111110011'],['[]']
sihamba ngamahashi,Sihamba ngamahhashi.,['1111111111110111'],['[]']
sihamba kamashi,Sihamba ngamahhashi.,['1111111111110111'],['[]']
sihamba nga mashini,Sihamba ngamahhashi.,['1111111111110011'],['[]']
ukuqala kholukhuni,Ukuqala kulukhuni.,"['1011111101111111', '1010111101111111']","['[]', '[]']"
ekhuseni namuhla,Ukuqala kulukhuni.,['1111111111110111'],['[]']
ukuqalakhulu khuni,Ukuqala kulukhuni.,"['1111111111111111', '1011111101111111']","['[]', '[]']"
ukuqala kul ukhuni,Ukuqala kulukhuni.,['1111111111111111'],['[]']
ukuqala ku lukhuni,Ukuqala kulukhuni.,"['1110111111111111', '1110111111111111', '1110111111111111']","['[]', '[]', '[]']"
ukuqala kulukhuni,Ukuqala kulukhuni.,['1111111111111111'],['[]']
ukuqala kuluk huni,Ukuqala kulukhuni.,['1111111111111111'],['[]']
ukungqolakulukhuni,Ukuqala kulukhuni.,"['1110011101111111', '1110111101111111']","['[]', '[]']"
ukuqala kulu ngalana,Ukuqala kulukhuni.,['1111111111110000'],['[]']
ukuqala kulukhuni,Ukuqala kulukhuni.,['1111111111110111'],['[]']
okuqala kulukhuni,Ukuqala kulukhuni.,['1110111111111111'],['[]']
ukhukhwala uku kun,Ukuqala kulukhuni.,['1010111101011111'],"['[""4""]']"
ekhuseni namula,Ekuseni namuhla.,"['10111111111101', '10111111111101']","['[]', '[]']"
imizimba iyokuka,Ekuseni namuhla.,['11111111111111'],['[]']
ekhuseni namuhla,Ekuseni namuhla.,"['10111111111111', '10111111111111']","['[]', '[]']"
ekuseni namuhla,Ekuseni namuhla.,['11111111111111'],['[]']
ekuseni namuhle,Ekuseni namuhla.,['11111111111111'],['[]']
ekuseni namuhla,Ekuseni namuhla.,"['11111111111111', '11111111111111']","['[]', '[]']"
eku seni namuhla,Ekuseni namuhla.,['11111111111111'],['[]']
imizimba iyo guga,Ekuseni namuhla.,['SKIPPED'],[None]
ekhuseni nanuhle,Ekuseni namuhla.,['11111111111110'],['[]']
ekhuseni namusha,Ekuseni namuhla.,"['11111111111111', '10111111111111']","['[]', '[]']"
ekuseni namu hla,Ekuseni namuhla.,['11111111111111'],['[]']
ekusini namahlo,Ekuseni namuhla.,['10111111111010'],['[]']
imizimba iyokuka,Imizimba iyoguga.,"['1111111111111111', '1111111111111111', '1111111111110101']","['[]', '[]', '[]']"
yebo bayakhubiza futhi,Imizimba iyoguga.,['1111111111111111'],['[]']
imi zimba iyokuka,Imizimba iyoguga.,['1111111111111111'],['[]']
imizimba iyaguqa,Imizimba iyoguga.,"['1111111111101101', '1111111111101101']","['[]', '[]']"
imizimba iyoguga,Imizimba iyoguga.,['1111111111111111'],['[]']
imi zimba iyaguka,Imizimba iyoguga.,['1111111111101111'],['[]']
imizimba iyokuka,Imizimba iyoguga.,['1111111111111111'],['[]']
yebobhaya khubhiza futhi,Imizimba iyoguga.,['1111111111111111'],['[]']
izi zimba iyokuka,Imizimba iyoguga.,['1111111111111111'],['[]']
imizimba iyo guga,Imizimba iyoguga.,['1111111111111111'],['[]']
imizimba iyokuka,Imizimba iyoguga.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
imizimba izo kula,Imizimba iyoguga.,['1111111111010101'],['[]']
yebo bayokhubiza futi,"Yebo, bayakubiza futhi.","['11011111101111111111', '11011011001011111111']","['[]', '[]']"
ukulalelwa kuhlekhephakubi okungalalelwa,"Yebo, bayakubiza futhi.",['11111111111111111111'],['[]']
yebo buyakhubhiza futhi,"Yebo, bayakubiza futhi.",['11111111101111111111'],['[]']
yebo bayakubiza futhi,"Yebo, bayakubiza futhi.",['11111111111111111111'],['[]']
yebo bayakubiza futhi,"Yebo, bayakubiza futhi.","['11111111111111111111', '11111111111111111111']","['[]', '[]']"
yebo bayakubiza futhi,"Yebo, bayakubiza futhi.","['11111111111111111111', '11111111111111111111']","['[]', '[]']"
yebo bayakubuza futhi,"Yebo, bayakubiza futhi.",['11111111111111111111'],['[]']
ukulalewa kushle khiphakhubiukungalalewa,"Yebo, bayakubiza futhi.",['11111111111111111111'],['[]']
yebo bayakhubuza futhi,"Yebo, bayakubiza futhi.",['10111011101101111111'],['[]']
yebo bayakhubiza futhi,"Yebo, bayakubiza futhi.",['11011111101111111111'],['[]']
yebo bayakhubiza futhi,"Yebo, bayakubiza futhi.",['11111111111111111111'],['[]']
yebo bayakubiza mfuthi,"Yebo, bayakubiza futhi.",['11111011101111111111'],"['[""16""]']"
ukulalelwa kushle khephakhubiukungalalelwa,"Ukulalelwa kuhle, kepha kubi ukungalalelwa.","['101111111101111011110111110111111111', '101111111101111111111111111111111111', '101111111111011011110111110111111111']","['[]', '[""2"", ""11""]', '[]']"
yebo ngiyabathanda kakhulu,"Ukulalelwa kuhle, kepha kubi ukungalalelwa.",['111111111111111111111111111111111111'],['[]']
ukhudlalewa kuhlekhiphakhubi ukungalalewa,"Ukulalelwa kuhle, kepha kubi ukungalalelwa.",['101111111101111001110111110111111111'],['[]']
ukulalelwa hlekephakubi kungalalelwa,"Ukulalelwa kuhle, kepha kubi ukungalalelwa.",['111111111111111111111111111111111111'],['[]']
ukulalelwa kuhlekephakubi ukungalalelwa,"Ukulalelwa kuhle, kepha kubi ukungalalelwa.","['111111111111111111111111111111111111', '111111111111111111111111111111111111']","['[]', '[]']"
ukulalelwa kuhlekepha kubu kungalalelwa,"Ukulalelwa kuhle, kepha kubi ukungalalelwa.","['111111111111111111111111111111111111', '111111111111111111111111111111111111']","['[]', '[]']"
ukulalelwa kahlekepha kubi ukungalalelwa,"Ukulalelwa kuhle, kepha kubi ukungalalelwa.",['111111111110111111111111111111111111'],['[]']
yebo ngiyabathanda kakhulu,"Ukulalelwa kuhle, kepha kubi ukungalalelwa.",['111111101111111001111111111111111111'],['[]']
ukulalelwa kuhla kephikuphi ukugalalelwa,"Ukulalelwa kuhle, kepha kubi ukungalalelwa.",['101111111101101011010111110101111111'],['[]']
ukulalelwa kuhle khephakubiukungalalelwa,"Ukulalelwa kuhle, kepha kubi ukungalalelwa.",['101111111101111011110111110111111111'],['[]']
ukulalelwa kuhle khephakubi ukukalalelwa,"Ukulalelwa kuhle, kepha kubi ukungalalelwa.",['111111111101111011110111111111111111'],['[]']
ukulalelwa kahla khiphwakhibii ukualalelwa,"Ukulalelwa kuhle, kepha kubi ukungalalelwa.","['111111111110111001110011111111111111', '101111111101111011110011110101111111']","['[]', '[]']"
yebo nkhosi,"Yebo, Nkosi.","['1111111111', '1111110111']","['[]', '[""5""]']"
yebo un gosi,"Yebo, Nkosi.","['1111110111', '1101110111']","['[]', '[]']"
yebomkhosi,"Yebo, Nkosi.","['1111110111', '1111111111', '1101110111']","['[]', '[]', '[]']"
yebo nkosi,"Yebo, Nkosi.","['1111111111', '1111111111']","['[]', '[]']"
yebonkosi,"Yebo, Nkosi.",['1111111111'],['[]']
yebonkosi,"Yebo, Nkosi.","['1111111111', '1111111111']","['[]', '[]']"
yebonkosi,"Yebo, Nkosi.","['1111111111', '1111111111']","['[]', '[]']"
yabo nkose,"Yebo, Nkosi.","['1111111111', '1111111111']","['[]', '[]']"
yebonkhosi,"Yebo, Nkosi.",['1101110111'],['[]']
yebo nkosi,"Yebo, Nkosi.",['1111111111'],['[]']
yebo n khosi,"Yebo, Nkosi.",['1101110111'],"['[""5""]']"
yebo mkhosi,"Yebo, Nkosi.",['1111110111'],['[]']
yebo ngiyabathanda kakhulu,"Yebo, ngiyabathanda kakhulu.","['11111111111111111011111', '11011111111111111011111']","['[]', '[]']"
bha basile namh landle,"Yebo, ngiyabathanda kakhulu.",['11111111111111111111111'],['[]']
yebo ngiyabathanda kakhulu,"Yebo, ngiyabathanda kakhulu.",['11111111111111111011111'],['[]']
yebo ngiyabathanda kakhulu,"Yebo, ngiyabathanda kakhulu.",['11111111111111111111111'],['[]']
yebo ngiyabathanda kakulu,"Yebo, ngiyabathanda kakhulu.","['11111111111111111111111', '11111111111111111111111']","['[]', '[]']"
yebo ngiyabathanda kakhulu,"Yebo, ngiyabathanda kakhulu.",['11111111111111111111111'],['[]']
yebo ngiyabathanda kakhulu,"Yebo, ngiyabathanda kakhulu.",['11111111111111111111111'],['[]']
pa phashile namandle,"Yebo, ngiyabathanda kakhulu.",['11111111111111111111111'],['[]']
yebo ingabathanda kakhulu,"Yebo, ngiyabathanda kakhulu.",['11011100001111111011111'],['[]']
yebo ngiyabathanda kakhulu,"Yebo, ngiyabathanda kakhulu.",['11011111111111111011111'],['[]']
yebo ngiyabathanda kakulu,"Yebo, ngiyabathanda kakhulu.",['11011111101111111011111'],['[]']
yebo ngibathanda kakulu,"Yebo, ngiyabathanda kakhulu.",['11111110001111111011111'],['[]']
babasile namshlantshe,Babasile namhlanje.,"['11111111111101111', '11111111111101111']","['[]', '[]']"
bamba ungoli lapho,Babasile namhlanje.,['11111111111111111'],['[]']
baba sile namhlanje,Babasile namhlanje.,"['11111111111111111', '01011111111111111']","['[]', '[]']"
basile namh lanje,Babasile namhlanje.,"['11111111111111111', '00111111111111111']","['[]', '[]']"
ba basile namh lanje,Babasile namhlanje.,['11111111111111111'],['[]']
babasile namh lanji,Babasile namhlanje.,"['11111111111111111', '11111111111111111', '11111111111111110']","['[]', '[]', '[]']"
babasile namhlanje,Babasile namhlanje.,['11111111111111111'],['[]']
bhamba umngodi lapho,Babasile namhlanje.,['11110011111101111'],"['[""5""]']"
phabasile namh lanje,Babasile namhlanje.,['11111111111111111'],['[]']
babasile namh lanje,Babasile namhlanje.,['01011111111111111'],['[]']
babasile namhlanje,Babasile namhlanje.,['01011111111111111'],['[]']
babasile namanja,Babasile namhlanje.,['01011111111101111'],['[]']
bamba ungodi lapho,Bamba umgodi lapho.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
sasitheza izinkuni khonalapha,Bamba umgodi lapho.,['11111111111111111'],['[]']
bamba umgodi lapho,Bamba umgodi lapho.,"['11111111111111111', '01111111111111111']","['[]', '[]']"
bamba umgodi lapho,Bamba umgodi lapho.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
bamba umgodi lapho,Bamba umgodi lapho.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
babamba umgodi labo,Bamba umgodi lapho.,"['11111111111111111', '11111111111111111', '11111111111111111']","['[""0"", ""1""]', '[""1"", ""2""]', '[""0""]']"
bamba umgodi lapho,Bamba umgodi lapho.,['11111111111111111'],['[]']
sasitheza izinkhuni khonalapha,Bamba umgodi lapho.,['11111111111111111'],['[]']
bamba ungodi lapho,Bamba umgodi lapho.,['11111111111111111'],['[]']
bamba umngodi lapho,Bamba umgodi lapho.,['11111111111111111'],['[]']
bamba umgodi lapho,Bamba umgodi lapho.,['11111111111111111'],['[]']
baba umngodi lapho,Bamba umgodi lapho.,['01011111111111111'],['[]']
vtheza izinguni khonalapha,"Sazitheza izinkuni, khonalapha.","['11111111111110111111111111', '11111111111111111111111111']","['[]', '[]']"
abafana basebenza ngamandla emphela,"Sazitheza izinkuni, khonalapha.",['11111111111111111111111111'],['[]']
sasitheze izinkhuni khonalapha,"Sazitheza izinkuni, khonalapha.","['11111111111110111111111111', '11011111111110111111111111']","['[]', '[]']"
sazitheza izinkuni khonalapho,"Sazitheza izinkuni, khonalapha.",['11111111111111111111111111'],['[]']
sasitheza izinkuni khonalapho,"Sazitheza izinkuni, khonalapha.",['11111111111111111111111111'],['[]']
sazitheza izinkuni kunalapha,"Sazitheza izinkuni, khonalapha.","['11111111111111111100111111', '11111111111111111100111111']","['[]', '[]']"
sazitheza izinkuni khonalapha,"Sazitheza izinkuni, khonalapha.",['11111111111111111111111111'],['[]']
abafana besebenze ngamandla imphela,"Sazitheza izinkuni, khonalapha.",['11111111111111111111111111'],['[]']
sazisenza izinsikhuni kalulapha,"Sazitheza izinkuni, khonalapha.",['11110011111100111100001111'],"['[""6"", ""12""]']"
sazitheza izinkuni konolapha,"Sazitheza izinkuni, khonalapha.",['11111111111111111110101111'],['[]']
sasitheza izinkhuni khonalapha,"Sazitheza izinkuni, khonalapha.",['11111111111111111111111111'],['[]']
shasitheza izinkuli khonalapho,"Sazitheza izinkuni, khonalapha.",['11111111111111111111111111'],['[]']
abafana basebenza ngamandla imphela,Abafana basebenza ngamandla impela.,['11111111011111111111111011110111'],['[]']
akhakun de izinwele,Abafana basebenza ngamandla impela.,['11111111111111111111111111111111'],['[]']
abafanabesebenza ngamandla emphela,Abafana basebenza ngamandla impela.,"['11111111111001111111111111110111', '11111111111001111111111111110111']","['[]', '[]']"
abafana basebenza ngamandla empela,Abafana basebenza ngamandla impela.,['11111111111111111111111111111111'],['[]']
abafana besebenza ngamandla empela,Abafana basebenza ngamandla impela.,"['11111111111111111111111111111111', '11111111111111111111111111111111']","['[]', '[]']"
abafana basebenzangamandla empela,Abafana basebenza ngamandla impela.,['11111111111111111111111111111111'],['[]']
abafana besebenza ngamandla empela,Abafana basebenza ngamandla impela.,['11111111111111111111111111111111'],['[]']
akhakundu izin wele,Abafana basebenza ngamandla impela.,['11111111111111111111111111111111'],['[]']
abafana basebenzangamandla iphila,Abafana basebenza ngamandla impela.,['11111111011011111111111111100011'],['[]']
abafanabasebenza ngamandla empela,Abafana basebenza ngamandla impela.,['11111111111111111111111111111111'],['[]']
abafanabasebenza kamandla imphela,Abafana basebenza ngamandla impela.,['11111111011101111111111111110111'],['[]']
abanfana basybanza namanhlalamphela,Abafana basebenza ngamandla impela.,['10111111111001111111111011110111'],"['[""3""]']"
akhakunde izinwele,Akagunde izinwele.,"['11101111111111111', '10111111111111111']","['[]', '[]']"
rayobhala,Akagunde izinwele.,['11111111111111111'],['[]']
akhakunde izinwele,Akagunde izinwele.,['10111111111111111'],['[]']
akagude izinwele,Akagunde izinwele.,['11111111111111111'],['[]']
akagunde izinwehlu,Akagunde izinwele.,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
akagunde izinwele,Akagunde izinwele.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
aka gude izinwele,Akagunde izinwele.,['11111111111111111'],['[]']
bayobashla,Akagunde izinwele.,['10111110111111111'],"['[""8""]']"
akhakhunde ize wele,Akagunde izinwele.,['10101111111101111'],['[]']
akakunde izinwele,Akagunde izinwele.,['11111111111111111'],['[]']
akhakundi izi bele,Akagunde izinwele.,['10111110111111111'],['[]']
akhakune izing wile,Akagunde izinwele.,['10111101111111111'],['[]']
bayobhala,Bayobhala.,"['11110111', '11111111']","['[]', '[]']"
unemi nyaka emingahle,Bayobhala.,['11111111'],['[]']
bayobhala,Bayobhala.,"['01111111', '01111111']","['[]', '[]']"
bayobhala,Bayobhala.,"['11111111', '11111111']","['[]', '[]']"
bayobhala,Bayobhala.,"['11111111', '11111111']","['[]', '[]']"
bayobhala,Bayobhala.,"['11111111', '11111111']","['[]', '[]']"
bayobhala,Bayobhala.,['11111111'],['[]']
unemyeka imin gage,Bayobhala.,['11111101'],"['[""6""]']"
bayobala,Bayobhala.,['01111111'],['[]']
bayobhala,Bayobhala.,['01111111'],['[]']
bayo bhahla,Bayobhala.,['01110101'],['[]']
bayobhala,Bayobhala.,"['11111111', '01111111']","['[]', '[]']"
unemi yakha emingaki,Uneminyaka emingaki?,"['11111110111111101', '11111111111111111']","['[]', '[]']"
uyafuna ukuhlakula manje,Uneminyaka emingaki?,['11111111111111111'],['[]']
uneminyakha emingakhi,Uneminyaka emingaki?,['10111110111111101'],['[]']
uneminyaka emingake,Uneminyaka emingaki?    ,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
nemi nyaka emingaki,Uneminyaka emingaki?,"['11111111111111111', '11111111111111111']","['[]', '[]']"
uneminyaka emingaki,Uneminyaka emingaki?,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
uneminyaka emingaki,Uneminyaka emingaki?,['11111111111111111'],['[]']
uyafuna ukushlakula manje,Uneminyaka emingaki?,['11110001111111111'],['[]']
uneni yeke imi kakhi,Uneminyaka emingaki?,['11111000010110101'],['[]']
uneminyaka emingaki,Uneminyaka emingaki?,['11111111111111111'],['[]']
une nyaka emikakhi,Uneminyaka emingaki?,['11110110111111101'],['[]']
gimilakha imikathi,Uneminyaka emingaki?,"['01111111111111111', '00011010110110000']","['[""0""]', '[]']"
uyafuna ukuhlakula manje,Uyafuna ukuhlakula manje.,"['11111111111111111111111', '11111111101010111111111']","['[]', '[]']"
akusemqoka,Uyafuna ukuhlakula manje.,['11111111111111111111111'],['[]']
uyafuna ukuhlakula manje,Uyafuna ukuhlakula manje.,"['11111111101110111111111', '11111111101110111111111', '11111111101110111111111']","['[]', '[""10"", ""14""]', '[]']"
uyafuna ukuhlakula manje,Uyafuna ukuhlakula manje.,['11111111111111111111111'],['[]']
uyafuna ukuhlalula manje,Uyafuna ukuhlakula manje.,"['11111111111111111111111', '11111111111111111111111']","['[]', '[]']"
uyafuna ukuhlabula manje,Uyafuna ukuhlakula manje.,['11111111111111111111111'],['[]']
uyafuna ukuhlakula manje,Uyafuna ukuhlakula manje.,['11111111111111111111111'],['[]']
akusemnqoko,Uyafuna ukuhlakula manje.,['11111111111011111111111'],['[]']
uyafuna ukulalakwa manje,Uyafuna ukuhlakula manje.,['11111111101000001111111'],['[]']
uyafuna ukuhlakula manje,Uyafuna ukuhlakula manje.,['11111111101110111111111'],['[]']
uyafuna ukuhlakula manje,Uyafuna ukuhlakula manje.,['11111111111110111111111'],['[]']
uyafuna ukuhlakula manje,Uyafuna ukuhlakula manje.,['11111111101010111111111'],['[]']
akusemxoka,Akusemqoka.,"['1011111111', '1011111101']","['[]', '[]']"
amajuba mahle andizelaphezulu,Akusemqoka.,['1111110111'],"['[""6""]']"
akusemqokha,Akusemqoka.,['1011110111'],['[]']
akusemcoka,Akusemqoka.,"['1111110111', '1111110111']","['[]', '[]']"
akusemqoka,Akusemqoka.,['1111111111'],['[]']
usemqoka,Akusemqoka.,"['0111111111', '0111111111']","['[]', '[]']"
akusemqoka,Akusemqoka.,['1111111111'],['[]']
akusemqoko,Akusemqoka.,"['1111110010', '1111110110']","['[]', '[""6""]']"
akha semqango,Akusemqoka.,['1001111000'],['[]']
aku seqoka,Akusemqoka.,['1011111101'],['[]']
akusemqoka,Akusemqoka.,['1111111111'],['[]']
aku simqodwa,Akusemqoka.,['1111011100'],['[]']
izin sizwa zini ngi,Izinsizwa ziningi.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
izinsizwa ziningi,Izinsizwa ziningi.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
ezin ziwa ziningi,Izinsizwa ziningi.,"['1111110111111111', '1111110111111111']","['[]', '[]']"
insizwa ziningi,Izinsizwa ziningi.,"['1001111111111111', '1001111111111111']","['[]', '[]']"
